"y=0.8b: x/c-0.8b","y=0.8b: Position[Z] (m)"
0.03692838474083415,0.3102113708950157
0.04095263580318886,0.31070824533427754
0.030878138570470958,0.30942178044724444
0.0427139987325623,0.3109247212137313
0.05168686953943322,0.3119395179388321
0.04298161184894917,0.31095468784080527
0.02688409679535126,0.3088800251289968
0.023019175315562634,0.3082989240371029
0.017551732010857742,0.3074502797048777
0.014422536705257089,0.30691414528135064
0.011191539363528354,0.30630665366381377
0.008194776972522222,0.30570122151859547
0.006167737163775047,0.30520831762766487
0.004943439552296656,0.30489185752302006
0.004160474148733948,0.304678534563545
0.0032293300661374196,0.3044196163327676
0.0023139158923170845,0.30407484698547577
0.0012988276785946473,0.3035020876750307
0.0016218536958562384,0.30374830736662706
0.7493560427175467,0.3535906923904686
0.7707378181640845,0.354060378897783
0.7865656834886972,0.354326037039366
0.7135141077954721,0.35275031652061206
0.5910757124813295,0.3484969516051394
0.8175293303626826,0.3547706422050614
0.9168467978896063,0.35560969709055246
0.6615824372228185,0.35115468560759555
0.9570929854822833,0.35579759170022374
0.8531104280293986,0.35516628368688613
0.9484704103881285,0.3557583045797453
0.9347010572320315,0.355694290660973
0.8895043460530833,0.35545070159269615
0.9699069048242346,0.35585280149069176
0.9824997831773515,0.35590589408781154
0.9889633882436969,0.3559196336339999
0.9917504633604847,0.3559167719175249
0.9932609355958336,0.3559047271005107
0.9719501109570693,0.35437681805123133
0.9962562916574162,0.35587752789920624
0.9990371383507831,0.35585555070464014
0.9892918131442333,0.35510238337239536
0.9935172105551829,0.3553552409548915
0.9864374543638794,0.35499108148576364
0.9821137322240759,0.3548046697780031
0.9625864938981389,0.3539780106673278
0.9491807748999309,0.35335185922986234
1.0,0.35584169906880037
0.9963002489924766,0.35558582831008395
0.9919344385675621,0.3552134829764936
0.9292732353481842,0.35237689058160515
0.998815006772671,0.3557671606500645
0.9136028781686041,0.35155714865015025
0.9012944302720995,0.3508641994012899
0.9054623441294481,0.35110330253396593
0.8772377699795523,0.3494009522911835
0.8341082524556102,0.34650567439186836
0.8066587151632554,0.3444704841151643
0.785013455030595,0.3426822223635536
0.7588737193564208,0.34040708269822334
0.7370429797275035,0.3383945978602698
0.7061797232180973,0.33547861762182407
0.6671379294675458,0.33171886298244224
0.6125405781486688,0.32663251428350704
0.5422511846803436,0.32060712404113745
0.4963967849476036,0.3170187836559072
0.4519685778883364,0.3141373127320649
0.47568751033006657,0.3156243615612276
0.42117750274120624,0.3123783346472433
0.3868017915668119,0.31056210579223753
0.35170473982378325,0.3088718307453572
0.3164486481889161,0.3073457554636967
0.24716928993416845,0.3046814302040721
0.28161242806666387,0.30593773733296264
0.5206465115469212,0.34530322618605636
0.4197494693782101,0.3400294208899556
0.4313458277583441,0.34072559504437994
0.44873735479471905,0.3416669515300744
0.4728746259198095,0.34291239735243073
0.3972099829848823,0.338665691516582
0.3619453171629107,0.3364920004293122
0.32610460442757144,0.33416545958712973
0.2904699419252137,0.33173594040259163
0.06774384435976878,0.3136829756477012
0.08858228692483033,0.3157367610895966
0.1246943601463031,0.319005970694288
0.254709443088965,0.3291932996136162
0.07660618348629576,0.314591142179912
0.10815306289253625,0.3175491574695576
0.13389988197879316,0.31979716329250474
0.14624294454589665,0.3208199742031479
0.17049779085787695,0.3227995367253917
0.21610754829477077,0.3263227980618759
0.2181970995270798,0.30370777595639825
0.189743265500092,0.32432646832206335
0.20136950386872016,0.30318541103204444
0.18777162452572363,0.3028198506683557
0.17044829132201303,0.302375827998984
0.1546820560968088,0.3020133346541439
0.13627051363485942,0.3016646967044412
0.020665323289748162,0.30078647786283574
0.035282073882488635,0.30070618369517627
0.0271432736824375,0.3007292403817501
0.11841085752400472,0.3013770905497256
0.14650456450555965,0.3018479712566358
0.10128832324724037,0.3011475305111597
0.04374471422167365,0.3007102480467323
0.013674208650721786,0.30094014403560615
0.017221039420330077,0.3008406573497987
0.09253517828853099,0.3010405653959284
0.05222577442685012,0.3007381517094003
0.009271037876678751,0.3011031425536269
0.006013093972339383,0.3012631463048413
0.08325335815867711,0.3009548625451883
0.0655848680743096,0.3008162668625928
0.05668058277973837,0.30075878566808206
0.006962805042695077,0.30121482984751746
0.005572794284655516,0.3012927300786543
0.004327689807714959,0.30148299566212744
9.319836879004321E-4,0.3032352012251594
0.001996650472995963,0.30191046142269445
0.0030769318743267345,0.30168578455175576
0.0024924392896625916,0.3018069311823892
0.0012775144723303207,0.302059557519781
5.061101398448635E-4,0.3029054389913834
1.9175243258195057E-4,0.3026558499077552
3.999846936079208E-4,0.3022414993085594
0.0,0.30250360514700747
1.1164608177351562E-5,0.302322127250082
