"y=0.3b: x/c-0.3b","y=0.3b: Position[Z] (m)"
0.6997343797848125,0.08493969942459739
0.7465664634840046,0.09561550861739815
0.7768298540817097,0.10186704187904695
0.8052829836369588,0.10710053857462035
0.8361323059866654,0.1120052040317244
0.8672511394213722,0.1160672318614919
0.8906266058175546,0.1186586099374836
0.8115616392883014,0.14451412936501
0.8401476613280491,0.14244554877852167
0.906269430893361,0.12009684516434659
0.5988649765966969,0.14820008423813583
0.7687523580469602,0.14683629290218436
0.8687341606697506,0.13999037542029683
0.9221194670548846,0.12139542203989093
0.6555577937130647,0.14919979219362497
0.7120530431177776,0.14881313757612508
0.8982965005314337,0.13719744990673133
0.9378351893441252,0.12248156514398625
0.920949110202877,0.13496947543698934
0.9527256227237756,0.1233486071420207
0.936085954150537,0.13342741347918846
0.9985496663825966,0.12599093694670416
0.9671979423270586,0.12401354517822608
1.0,0.1263180880690252
0.951306018402732,0.13188011484925705
0.9953897060105498,0.12542907469466993
0.9800690503453948,0.12445802390300766
0.9905315642117773,0.12478745783068151
0.9996095764665055,0.12677692853220401
0.9653583056228953,0.1304361412173471
0.9721922803020382,0.12972777963203042
0.9870143194446533,0.12463711836994812
0.9956053721692076,0.12725973906970844
0.9891670755403916,0.12797218363381319
0.9788707172556894,0.12903566680928125
0.6412558807695086,0.07125998865413741
0.5835471830356738,0.05856597340267996
0.5276256424113862,0.04832334546428906
0.4720051527124636,0.040622968267630066
0.4151652560821652,0.034873779416022294
0.3160588219741991,0.02907866251979707
0.2877261982189715,0.028235449546402246
0.3634324572108441,0.03130935740741373
0.33507388610686434,0.029833219717120434
0.25929930021847714,0.02768733217830705
0.23087420026987263,0.02738261780396339
0.15334591938415112,0.028693129175937596
0.20262587660701967,0.027459995037357052
0.13931708485078004,0.029352288127114733
0.17447799935992192,0.028001684081205812
0.12521319156998553,0.03011463561163682
0.11124477681363379,0.03101598243560354
0.09590502926039496,0.03216926993212699
0.10352521734067743,0.0315665290957495
0.08189868269287148,0.033322106016871564
0.06557109141513012,0.03477060242738822
0.07315664187240573,0.034072193982965106
0.057493320472558604,0.03553070336985368
0.0486736849795067,0.03646526327647459
0.053826820267621575,0.03591316275191844
0.04160575701644593,0.0372349386700462
0.034676186387567504,0.038017802054203534
0.027330024237916778,0.03897314503163851
0.02033601277132275,0.04004382352350847
0.014637593820258775,0.041112035477891905
0.009120551235444955,0.042476362752017875
0.004974512050116623,0.04399663487371093
0.0030305069076375715,0.04509664550740179
0.0012334042077281108,0.046641782890804465
0.0,0.04901522997857995
3.787269417761571E-4,0.0515227056967036
0.0025738053773647633,0.05497323616954343
0.004632433757842511,0.05703374578969983
0.0031393943856989058,0.055649184852934006
0.0014352655004539446,0.053586442280138216
0.007499033137219413,0.0593418391997203
0.009686903657625175,0.06082458238880718
0.12024669399292165,0.09379284149468303
0.013237313973068321,0.06287394715209547
0.10671086680382695,0.09102254847292071
0.023076488279579137,0.06756714560774622
0.019416518294257664,0.06593150277901161
0.09164407036697345,0.08771566402287333
0.026805449611379425,0.06907067622320598
0.030557729452978674,0.07056745161046646
0.08236057501762367,0.0855814745627029
0.034568161768026705,0.07197563736606588
0.03854495800975671,0.07335634578721696
0.07522043861069311,0.08379407507917795
0.0470306047593573,0.07598367768112996
0.06205330384312983,0.0803599202216517
0.1343171345867019,0.09653921877405713
0.14788053191571193,0.09906759217854538
0.1550549599622366,0.10039026245756524
0.16259339941385,0.10175120904149984
0.18389004737624706,0.10544202266161483
0.2126687657414629,0.1101819594143639
0.24132874767371715,0.11467259979820416
0.27020052597630745,0.11894418834515215
0.29051579626519325,0.12180932305956935
0.461714199507968,0.14067300337782068
0.5420368114513462,0.14589673552023708
0.3046697618827702,0.12375544863188227
0.327062163756934,0.12662328953175236
0.4277857434712556,0.13753966312985744
0.4901255627883658,0.14272523260686726
0.3699248974126248,0.1315709109069933
